subject,italian,menu_date,veggie_label,response
18,TRUE,5,standard,1
18,TRUE,10,standard,1
18,TRUE,12,sustainable,1
18,TRUE,14,organic,0
18,TRUE,16,organic,1
18,TRUE,18,sustainable,0
18,TRUE,20,organic-sustainable,1
18,TRUE,21,standard,0
18,TRUE,23,organic-sustainable,1
162,TRUE,2,organic,0
162,TRUE,3,sustainable,1
162,TRUE,4,organic-sustainable,0
162,TRUE,5,standard,1
162,TRUE,7,organic-sustainable,0
162,TRUE,12,sustainable,0
162,TRUE,14,organic,0
162,TRUE,17,organic-sustainable,0
162,TRUE,18,sustainable,0
162,TRUE,20,organic-sustainable,0
299,TRUE,7,organic-sustainable,0
299,TRUE,12,sustainable,1
429,TRUE,4,organic-sustainable,1
429,TRUE,6,standard,0
429,TRUE,7,organic-sustainable,0
429,TRUE,8,organic,0
429,TRUE,12,sustainable,0
429,TRUE,13,organic-sustainable,0
429,TRUE,20,organic-sustainable,0
429,TRUE,22,standard,1
429,TRUE,23,organic-sustainable,0
429,TRUE,29,standard,0
429,TRUE,30,organic-sustainable,0
163,TRUE,2,organic,1
163,TRUE,4,organic-sustainable,1
163,TRUE,5,standard,0
163,TRUE,7,organic-sustainable,1
163,TRUE,12,sustainable,0
163,TRUE,14,organic,1
163,TRUE,17,organic-sustainable,0
163,TRUE,18,sustainable,1
163,TRUE,20,organic-sustainable,1
163,TRUE,26,standard,1
19,TRUE,2,organic,0
19,TRUE,4,sustainable,0
19,TRUE,5,standard,1
19,TRUE,12,sustainable,1
19,TRUE,14,organic,0
19,TRUE,21,standard,0
257,TRUE,5,standard,0
257,TRUE,7,organic-sustainable,0
257,TRUE,12,sustainable,0
257,TRUE,13,organic-sustainable,0
257,TRUE,16,organic,0
257,TRUE,19,organic,1
257,TRUE,30,organic-sustainable,0
20,TRUE,23,organic-sustainable,0
20,TRUE,24,sustainable,1
430,FALSE,19,organic,1
430,FALSE,24,sustainable,0
430,FALSE,27,organic,0
430,FALSE,28,standard,1
430,FALSE,29,standard,1
300,TRUE,1,standard,0
300,TRUE,2,organic,0
300,TRUE,6,standard,0
300,TRUE,7,organic-sustainable,0
300,TRUE,11,standard,0
300,TRUE,12,sustainable,0
300,TRUE,13,organic-sustainable,1
300,TRUE,15,standard,0
300,TRUE,16,organic,0
300,TRUE,18,sustainable,0
300,TRUE,26,standard,0
300,TRUE,27,organic,0
300,TRUE,29,standard,0
88,TRUE,2,organic,0
88,TRUE,4,organic-sustainable,0
88,TRUE,23,organic-sustainable,0
88,TRUE,26,standard,0
88,TRUE,27,organic,1
88,TRUE,30,organic-sustainable,0
301,FALSE,1,standard,1
301,FALSE,2,organic,0
301,FALSE,6,standard,0
301,FALSE,7,organic-sustainable,0
301,FALSE,8,organic,0
301,FALSE,9,sustainable,0
301,FALSE,10,standard,0
301,FALSE,11,standard,0
301,FALSE,18,sustainable,1
301,FALSE,20,organic-sustainable,0
301,FALSE,22,standard,0
301,FALSE,25,standard,0
301,FALSE,26,standard,1
301,FALSE,27,organic,1
301,FALSE,29,standard,1
301,FALSE,31,standard,1
21,TRUE,4,organic-sustainable,0
21,TRUE,5,standard,0
21,TRUE,9,sustainable,0
21,TRUE,12,sustainable,0
21,TRUE,18,sustainable,0
21,TRUE,21,standard,0
21,TRUE,23,organic-sustainable,0
302,TRUE,7,organic-sustainable,0
302,TRUE,12,sustainable,0
302,TRUE,15,standard,0
302,TRUE,16,organic,0
302,TRUE,27,organic,1
89,TRUE,2,organic,1
89,TRUE,7,organic-sustainable,1
89,TRUE,11,standard,1
89,TRUE,12,sustainable,1
89,TRUE,14,organic,1
89,TRUE,23,organic-sustainable,1
89,TRUE,26,standard,1
89,TRUE,30,organic-sustainable,1
386,FALSE,7,organic-sustainable,1
386,FALSE,8,organic,0
386,FALSE,9,sustainable,0
386,FALSE,13,organic-sustainable,0
386,FALSE,14,organic,0
386,FALSE,16,organic,1
386,FALSE,17,organic-sustainable,0
386,FALSE,19,organic,0
386,FALSE,20,organic-sustainable,0
386,FALSE,21,standard,1
386,FALSE,23,organic-sustainable,0
386,FALSE,24,sustainable,0
386,FALSE,25,standard,1
386,FALSE,26,standard,1
387,TRUE,4,sustainable,0
387,TRUE,8,organic,0
387,TRUE,14,organic,0
387,TRUE,21,standard,1
387,TRUE,23,organic-sustainable,0
387,TRUE,24,sustainable,1
387,TRUE,25,standard,1
36,FALSE,30,organic-sustainable,0
36,FALSE,31,standard,0
303,TRUE,1,standard,0
303,TRUE,2,organic,0
303,TRUE,6,standard,0
303,TRUE,7,organic-sustainable,0
303,TRUE,10,standard,0
303,TRUE,11,standard,0
303,TRUE,12,sustainable,1
303,TRUE,15,standard,0
303,TRUE,16,organic,1
303,TRUE,26,standard,0
303,TRUE,27,organic,0
405,TRUE,7,organic-sustainable,0
405,TRUE,8,organic,0
405,TRUE,30,organic-sustainable,0
431,FALSE,4,sustainable,1
431,FALSE,6,standard,0
431,FALSE,7,organic-sustainable,0
431,FALSE,8,organic,0
431,FALSE,9,sustainable,0
431,FALSE,10,standard,0
431,FALSE,12,sustainable,0
431,FALSE,13,organic-sustainable,0
431,FALSE,20,organic-sustainable,0
431,FALSE,23,organic-sustainable,0
431,FALSE,24,sustainable,0
431,FALSE,27,organic,0
431,FALSE,29,standard,0
431,FALSE,30,organic-sustainable,1
90,TRUE,7,organic-sustainable,0
90,TRUE,12,sustainable,1
90,TRUE,14,organic,1
90,TRUE,17,organic-sustainable,0
91,TRUE,2,organic,0
91,TRUE,4,organic-sustainable,0
91,TRUE,7,organic-sustainable,1
91,TRUE,14,organic,0
91,TRUE,23,organic-sustainable,0
91,TRUE,30,organic-sustainable,0
92,TRUE,2,organic,0
92,TRUE,3,sustainable,1
92,TRUE,7,organic-sustainable,0
92,TRUE,11,standard,0
92,TRUE,12,sustainable,1
92,TRUE,23,organic-sustainable,0
92,TRUE,27,organic,0
92,TRUE,30,organic-sustainable,1
92,TRUE,31,standard,0
279,TRUE,4,sustainable,0
279,TRUE,8,organic,0
279,TRUE,11,standard,0
279,TRUE,12,sustainable,0
279,TRUE,13,organic-sustainable,0
279,TRUE,15,standard,0
279,TRUE,16,organic,0
279,TRUE,18,sustainable,0
279,TRUE,22,standard,0
279,TRUE,23,organic-sustainable,0
279,TRUE,29,standard,0
279,TRUE,30,organic-sustainable,0
93,TRUE,12,sustainable,1
188,TRUE,4,sustainable,0
188,TRUE,8,organic,0
304,TRUE,6,standard,0
304,TRUE,12,sustainable,0
304,TRUE,15,standard,1
304,TRUE,16,organic,0
304,TRUE,26,standard,0
94,FALSE,1,standard,1
94,FALSE,2,organic,0
94,FALSE,5,standard,0
94,FALSE,6,standard,1
94,FALSE,7,organic-sustainable,0
94,FALSE,9,sustainable,0
94,FALSE,10,standard,1
94,FALSE,29,standard,1
94,FALSE,30,organic-sustainable,1
192,TRUE,3,sustainable,0
192,TRUE,25,standard,0
388,FALSE,13,organic-sustainable,0
388,FALSE,14,organic,0
388,FALSE,17,organic-sustainable,0
388,FALSE,18,sustainable,0
388,FALSE,19,organic,0
388,FALSE,20,organic-sustainable,0
388,FALSE,21,standard,0
388,FALSE,25,standard,0
388,FALSE,26,standard,0
388,FALSE,27,organic,0
388,FALSE,30,organic-sustainable,0
305,FALSE,2,organic,0
305,FALSE,3,sustainable,0
305,FALSE,24,sustainable,1
95,FALSE,1,standard,0
95,FALSE,2,organic,0
95,FALSE,7,organic-sustainable,1
95,FALSE,17,organic-sustainable,0
95,FALSE,23,organic-sustainable,1
95,FALSE,26,standard,0
95,FALSE,27,organic,0
95,FALSE,30,organic-sustainable,1
22,FALSE,2,organic,0
22,FALSE,3,sustainable,1
22,FALSE,4,organic-sustainable,0
22,FALSE,6,standard,0
22,FALSE,8,organic,1
22,FALSE,9,sustainable,0
22,FALSE,11,standard,0
22,FALSE,12,sustainable,1
22,FALSE,13,organic-sustainable,1
22,FALSE,15,standard,0
22,FALSE,16,organic,1
22,FALSE,17,organic-sustainable,1
22,FALSE,21,standard,0
23,FALSE,4,sustainable,0
23,FALSE,9,sustainable,1
23,FALSE,13,organic-sustainable,1
23,FALSE,14,standard,1
23,FALSE,15,standard,1
23,FALSE,17,organic-sustainable,1
432,FALSE,4,organic-sustainable,1
432,FALSE,5,standard,0
432,FALSE,6,standard,0
432,FALSE,7,organic-sustainable,0
432,FALSE,8,organic,0
432,FALSE,9,sustainable,0
432,FALSE,10,standard,0
432,FALSE,12,sustainable,0
432,FALSE,13,organic-sustainable,0
432,FALSE,15,standard,0
432,FALSE,16,organic,1
432,FALSE,20,organic-sustainable,0
432,FALSE,21,standard,0
432,FALSE,24,sustainable,1
432,FALSE,25,standard,0
432,FALSE,27,organic,0
432,FALSE,28,standard,1
432,FALSE,29,standard,1
432,FALSE,30,organic-sustainable,1
96,TRUE,4,organic-sustainable,0
96,TRUE,12,sustainable,0
96,TRUE,26,standard,0
96,TRUE,30,organic-sustainable,0
164,TRUE,2,organic,0
164,TRUE,4,organic-sustainable,0
164,TRUE,5,standard,0
164,TRUE,6,standard,1
164,TRUE,7,organic-sustainable,0
164,TRUE,12,sustainable,0
164,TRUE,13,organic-sustainable,0
164,TRUE,16,organic,0
164,TRUE,18,sustainable,0
164,TRUE,22,standard,1
164,TRUE,24,sustainable,0
164,TRUE,26,standard,1
164,TRUE,30,organic-sustainable,0
165,FALSE,2,organic,1
165,FALSE,14,organic,0
165,FALSE,18,sustainable,1
165,FALSE,20,organic-sustainable,1
165,FALSE,30,organic-sustainable,0
24,FALSE,20,organic-sustainable,0
24,FALSE,24,sustainable,1
25,FALSE,4,organic-sustainable,0
25,FALSE,5,standard,0
25,FALSE,9,sustainable,0
25,FALSE,21,standard,0
258,TRUE,4,sustainable,0
258,TRUE,13,organic-sustainable,0
258,TRUE,14,standard,0
258,TRUE,15,standard,0
258,TRUE,16,organic,0
258,TRUE,21,standard,0
258,TRUE,24,sustainable,0
258,TRUE,29,standard,0
258,TRUE,30,organic-sustainable,0
166,TRUE,2,organic,0
166,TRUE,4,organic-sustainable,1
166,TRUE,5,standard,0
166,TRUE,7,organic-sustainable,1
166,TRUE,12,sustainable,0
166,TRUE,14,organic,1
166,TRUE,17,organic-sustainable,1
166,TRUE,18,sustainable,1
166,TRUE,19,organic,0
166,TRUE,20,organic-sustainable,1
166,TRUE,30,organic-sustainable,1
306,TRUE,6,standard,0
306,TRUE,7,organic-sustainable,0
306,TRUE,27,organic,1
307,TRUE,2,organic,0
307,TRUE,12,sustainable,0
307,TRUE,29,standard,0
308,TRUE,2,organic,0
308,TRUE,18,sustainable,1
308,TRUE,20,organic-sustainable,0
407,FALSE,4,organic-sustainable,1
407,FALSE,7,organic-sustainable,1
407,FALSE,10,standard,1
407,FALSE,11,standard,1
407,FALSE,12,sustainable,1
407,FALSE,13,organic-sustainable,1
407,FALSE,16,organic,1
407,FALSE,19,organic,1
407,FALSE,22,standard,1
407,FALSE,24,sustainable,1
407,FALSE,27,organic,1
407,FALSE,30,organic-sustainable,1
376,TRUE,15,standard,0
376,TRUE,18,sustainable,1
376,TRUE,25,standard,1
433,FALSE,4,sustainable,0
433,FALSE,6,standard,0
433,FALSE,7,organic-sustainable,0
433,FALSE,8,organic,0
433,FALSE,9,sustainable,0
433,FALSE,10,standard,0
433,FALSE,12,sustainable,0
433,FALSE,13,organic-sustainable,0
433,FALSE,15,standard,0
433,FALSE,16,organic,1
433,FALSE,18,sustainable,0
433,FALSE,20,organic-sustainable,0
433,FALSE,21,standard,0
433,FALSE,22,standard,0
433,FALSE,23,organic-sustainable,0
433,FALSE,24,sustainable,0
433,FALSE,25,standard,0
433,FALSE,26,standard,0
433,FALSE,27,organic,0
433,FALSE,29,standard,0
433,FALSE,30,organic-sustainable,1
97,FALSE,2,organic,0
97,FALSE,3,sustainable,1
97,FALSE,4,sustainable,0
97,FALSE,12,sustainable,0
97,FALSE,23,organic-sustainable,0
97,FALSE,27,organic,1
97,FALSE,28,standard,0
97,FALSE,30,organic-sustainable,1
97,FALSE,31,standard,1
167,TRUE,2,organic,0
167,TRUE,4,organic-sustainable,0
167,TRUE,6,standard,0
167,TRUE,7,organic-sustainable,0
167,TRUE,12,sustainable,1
167,TRUE,13,organic-sustainable,0
167,TRUE,16,organic,0
167,TRUE,18,sustainable,0
167,TRUE,22,standard,0
167,TRUE,24,sustainable,0
167,TRUE,26,standard,0
167,TRUE,30,organic-sustainable,0
26,TRUE,2,organic,1
26,TRUE,4,organic-sustainable,1
26,TRUE,5,standard,1
26,TRUE,7,organic-sustainable,0
26,TRUE,9,sustainable,0
26,TRUE,10,standard,0
26,TRUE,11,standard,1
26,TRUE,12,sustainable,1
26,TRUE,13,organic-sustainable,0
26,TRUE,14,organic,0
26,TRUE,15,standard,0
26,TRUE,16,organic,0
26,TRUE,18,sustainable,1
26,TRUE,20,organic-sustainable,0
26,TRUE,21,standard,0
26,TRUE,23,organic-sustainable,1
26,TRUE,24,sustainable,1
26,TRUE,25,standard,0
98,TRUE,8,organic,0
98,TRUE,14,standard,1
98,TRUE,17,organic-sustainable,0
98,TRUE,23,organic-sustainable,1
98,TRUE,25,standard,0
98,TRUE,27,organic,1
98,TRUE,30,organic-sustainable,0
309,TRUE,6,standard,0
309,TRUE,12,sustainable,1
309,TRUE,14,organic,0
309,TRUE,16,organic,0
309,TRUE,18,sustainable,0
309,TRUE,20,organic-sustainable,1
309,TRUE,26,standard,0
309,TRUE,27,organic,0
309,TRUE,29,standard,0
27,TRUE,3,sustainable,0
27,TRUE,4,organic-sustainable,0
27,TRUE,5,standard,1
27,TRUE,7,organic-sustainable,0
27,TRUE,8,organic,1
27,TRUE,12,sustainable,1
27,TRUE,13,organic-sustainable,0
27,TRUE,14,organic,0
27,TRUE,19,organic,0
27,TRUE,21,standard,0
27,TRUE,23,organic-sustainable,0
27,TRUE,24,sustainable,0
27,TRUE,25,standard,1
310,TRUE,1,standard,1
310,TRUE,2,organic,0
310,TRUE,6,standard,0
310,TRUE,7,organic-sustainable,0
310,TRUE,11,standard,0
310,TRUE,12,sustainable,0
310,TRUE,16,organic,0
310,TRUE,18,sustainable,0
310,TRUE,26,standard,0
310,TRUE,27,organic,0
310,TRUE,29,standard,0
311,FALSE,1,standard,0
311,FALSE,3,sustainable,1
311,FALSE,6,standard,0
311,FALSE,11,standard,1
311,FALSE,12,sustainable,0
311,FALSE,18,sustainable,0
311,FALSE,20,organic-sustainable,0
311,FALSE,26,standard,0
311,FALSE,27,organic,0
259,TRUE,4,organic-sustainable,1
259,TRUE,5,standard,0
259,TRUE,12,sustainable,0
259,TRUE,15,standard,0
259,TRUE,16,organic,0
259,TRUE,23,organic-sustainable,0
259,TRUE,27,organic,0
99,FALSE,1,standard,0
99,FALSE,4,organic-sustainable,1
99,FALSE,9,sustainable,1
99,FALSE,23,organic-sustainable,1
99,FALSE,27,organic,1
99,FALSE,28,standard,0
312,TRUE,1,standard,1
312,TRUE,2,organic,0
312,TRUE,6,standard,0
312,TRUE,7,organic-sustainable,1
312,TRUE,11,standard,1
312,TRUE,12,sustainable,1
312,TRUE,15,standard,0
312,TRUE,16,organic,0
312,TRUE,18,sustainable,0
312,TRUE,26,standard,0
312,TRUE,27,organic,0
100,FALSE,2,organic,0
100,FALSE,6,standard,0
100,FALSE,23,organic-sustainable,1
313,FALSE,7,organic-sustainable,1
313,FALSE,15,standard,1
314,TRUE,6,standard,0
314,TRUE,16,organic,0
101,TRUE,2,organic,1
101,TRUE,4,organic-sustainable,0
101,TRUE,7,organic-sustainable,1
101,TRUE,11,standard,1
101,TRUE,12,sustainable,0
101,TRUE,23,organic-sustainable,1
101,TRUE,30,organic-sustainable,1
408,FALSE,5,standard,1
408,FALSE,7,organic-sustainable,1
408,FALSE,9,sustainable,1
408,FALSE,10,standard,1
408,FALSE,11,standard,1
408,FALSE,12,sustainable,1
408,FALSE,13,organic-sustainable,0
408,FALSE,16,organic,1
408,FALSE,23,organic-sustainable,0
315,TRUE,1,standard,1
315,TRUE,2,organic,1
315,TRUE,6,standard,1
315,TRUE,7,organic-sustainable,1
315,TRUE,12,sustainable,1
315,TRUE,15,standard,1
315,TRUE,16,organic,1
315,TRUE,17,organic-sustainable,0
315,TRUE,20,organic-sustainable,1
315,TRUE,21,standard,0
315,TRUE,24,sustainable,1
315,TRUE,29,standard,1
28,TRUE,4,organic-sustainable,0
28,TRUE,7,organic-sustainable,0
28,TRUE,9,sustainable,0
28,TRUE,12,sustainable,0
28,TRUE,13,organic-sustainable,0
28,TRUE,14,organic,0
28,TRUE,16,organic,0
28,TRUE,18,sustainable,0
28,TRUE,19,organic,0
28,TRUE,20,organic-sustainable,0
28,TRUE,21,standard,0
28,TRUE,22,standard,0
102,TRUE,2,organic,1
102,TRUE,4,organic-sustainable,1
102,TRUE,4,sustainable,1
102,TRUE,7,organic-sustainable,0
102,TRUE,10,standard,1
102,TRUE,11,standard,1
102,TRUE,12,sustainable,1
102,TRUE,13,organic-sustainable,1
102,TRUE,14,organic,1
102,TRUE,23,organic-sustainable,1
102,TRUE,26,standard,1
102,TRUE,30,organic-sustainable,1
103,TRUE,2,organic,0
103,TRUE,4,organic-sustainable,0
103,TRUE,27,organic,0
260,TRUE,4,organic-sustainable,0
260,TRUE,7,organic-sustainable,0
260,TRUE,9,sustainable,0
260,TRUE,10,standard,0
260,TRUE,11,standard,0
260,TRUE,12,sustainable,0
260,TRUE,14,organic,1
260,TRUE,15,standard,0
260,TRUE,16,organic,0
260,TRUE,18,sustainable,0
260,TRUE,22,standard,1
260,TRUE,23,organic-sustainable,0
260,TRUE,27,organic,0
260,TRUE,29,standard,0
260,TRUE,30,organic-sustainable,1
29,FALSE,5,standard,1
29,FALSE,8,organic,0
29,FALSE,9,sustainable,1
29,FALSE,17,organic-sustainable,1
29,FALSE,20,organic-sustainable,1
29,FALSE,21,standard,1
29,FALSE,23,organic-sustainable,1
29,FALSE,24,sustainable,1
316,TRUE,6,standard,0
316,TRUE,7,organic-sustainable,0
316,TRUE,11,standard,0
316,TRUE,12,sustainable,0
316,TRUE,14,organic,0
316,TRUE,15,standard,0
316,TRUE,16,organic,0
316,TRUE,20,organic-sustainable,0
316,TRUE,26,standard,0
316,TRUE,27,organic,0
168,TRUE,2,organic,0
168,TRUE,4,sustainable,0
168,TRUE,7,organic-sustainable,1
168,TRUE,8,organic,1
168,TRUE,12,sustainable,1
168,TRUE,13,organic-sustainable,0
168,TRUE,14,organic,0
168,TRUE,15,standard,1
168,TRUE,16,organic,1
168,TRUE,18,sustainable,1
168,TRUE,20,organic-sustainable,1
168,TRUE,23,organic-sustainable,0
168,TRUE,30,organic-sustainable,1
261,TRUE,4,organic-sustainable,0
261,TRUE,7,organic-sustainable,0
261,TRUE,9,sustainable,0
261,TRUE,12,sustainable,0
261,TRUE,14,organic,0
261,TRUE,16,organic,0
261,TRUE,18,sustainable,0
261,TRUE,23,organic-sustainable,0
261,TRUE,30,organic-sustainable,0
317,TRUE,1,standard,0
317,TRUE,6,standard,0
317,TRUE,7,organic-sustainable,1
317,TRUE,15,standard,1
317,TRUE,16,organic,0
317,TRUE,18,sustainable,1
317,TRUE,26,standard,0
317,TRUE,27,organic,1
317,TRUE,29,standard,1
104,TRUE,2,organic,0
104,TRUE,4,organic-sustainable,0
104,TRUE,7,organic-sustainable,0
104,TRUE,14,organic,0
104,TRUE,23,organic-sustainable,0
104,TRUE,27,organic,0
104,TRUE,30,organic-sustainable,0
318,TRUE,15,standard,0
434,FALSE,5,standard,1
434,FALSE,6,standard,1
434,FALSE,7,organic-sustainable,1
434,FALSE,8,organic,1
434,FALSE,9,sustainable,0
434,FALSE,10,standard,1
434,FALSE,12,sustainable,1
434,FALSE,13,organic-sustainable,0
434,FALSE,16,organic,0
434,FALSE,18,sustainable,1
434,FALSE,20,organic-sustainable,1
434,FALSE,23,organic-sustainable,1
434,FALSE,27,organic,1
434,FALSE,28,standard,1
434,FALSE,29,standard,1
434,FALSE,30,organic-sustainable,1
409,FALSE,5,standard,0
409,FALSE,9,sustainable,0
409,FALSE,10,standard,0
409,FALSE,11,standard,0
409,FALSE,12,sustainable,0
409,FALSE,13,organic-sustainable,0
409,FALSE,16,organic,0
409,FALSE,19,organic,0
409,FALSE,22,standard,1
409,FALSE,24,sustainable,1
409,FALSE,26,standard,0
409,FALSE,27,organic,0
409,FALSE,29,standard,0
105,FALSE,2,organic,1
105,FALSE,24,sustainable,0
105,FALSE,27,organic,1
106,TRUE,2,organic,1
106,TRUE,4,organic-sustainable,0
106,TRUE,7,organic-sustainable,0
106,TRUE,8,organic,0
106,TRUE,11,standard,0
106,TRUE,12,sustainable,0
106,TRUE,14,organic,0
106,TRUE,23,organic-sustainable,0
106,TRUE,26,standard,1
106,TRUE,27,organic,1
106,TRUE,30,organic-sustainable,1
106,TRUE,31,standard,1
435,FALSE,4,organic-sustainable,1
435,FALSE,5,standard,1
435,FALSE,6,standard,0
435,FALSE,7,organic-sustainable,0
435,FALSE,8,organic,0
435,FALSE,9,sustainable,0
435,FALSE,10,standard,0
435,FALSE,12,sustainable,0
435,FALSE,13,organic-sustainable,0
435,FALSE,19,organic,1
435,FALSE,20,organic-sustainable,0
435,FALSE,23,organic-sustainable,1
435,FALSE,24,sustainable,0
435,FALSE,26,standard,1
435,FALSE,27,organic,0
435,FALSE,29,standard,0
435,FALSE,30,organic-sustainable,1
319,TRUE,2,organic,0
319,TRUE,6,standard,0
319,TRUE,11,standard,0
319,TRUE,15,standard,0
320,FALSE,11,standard,1
321,TRUE,30,organic-sustainable,1
64,TRUE,4,organic-sustainable,0
64,TRUE,5,standard,0
64,TRUE,7,organic-sustainable,0
64,TRUE,9,sustainable,0
64,TRUE,12,sustainable,0
64,TRUE,16,organic,0
64,TRUE,18,sustainable,0
64,TRUE,21,standard,0
64,TRUE,23,organic-sustainable,0
30,FALSE,1,standard,0
30,FALSE,3,sustainable,1
30,FALSE,4,organic-sustainable,0
30,FALSE,5,standard,0
30,FALSE,6,standard,0
30,FALSE,7,organic-sustainable,1
30,FALSE,8,organic,0
30,FALSE,9,sustainable,0
30,FALSE,12,sustainable,1
30,FALSE,14,organic,1
30,FALSE,16,organic,0
30,FALSE,18,sustainable,1
30,FALSE,19,organic,1
30,FALSE,20,organic-sustainable,1
30,FALSE,21,standard,1
30,FALSE,22,standard,1
322,TRUE,2,organic,1
322,TRUE,6,standard,0
322,TRUE,10,standard,0
322,TRUE,11,standard,1
322,TRUE,12,sustainable,1
322,TRUE,14,organic,1
322,TRUE,16,organic,1
322,TRUE,18,sustainable,1
322,TRUE,26,standard,0
322,TRUE,29,standard,1
323,TRUE,1,standard,1
323,TRUE,2,organic,1
323,TRUE,6,standard,1
323,TRUE,7,organic-sustainable,1
323,TRUE,11,standard,1
323,TRUE,12,sustainable,1
323,TRUE,16,organic,1
323,TRUE,18,sustainable,1
323,TRUE,20,organic-sustainable,1
323,TRUE,27,organic,1
107,TRUE,2,organic,0
107,TRUE,4,organic-sustainable,0
107,TRUE,12,sustainable,0
107,TRUE,17,organic-sustainable,0
107,TRUE,23,organic-sustainable,0
324,FALSE,2,organic,0
324,FALSE,11,standard,1
324,FALSE,12,sustainable,0
324,FALSE,13,organic-sustainable,1
324,FALSE,14,organic,0
324,FALSE,15,standard,1
324,FALSE,16,organic,0
324,FALSE,17,organic-sustainable,0
324,FALSE,18,sustainable,0
324,FALSE,19,organic,1
324,FALSE,22,standard,0
324,FALSE,24,sustainable,1
324,FALSE,25,standard,0
324,FALSE,26,standard,0
324,FALSE,27,organic,0
324,FALSE,30,organic-sustainable,0
324,FALSE,31,standard,0
325,TRUE,1,standard,0
325,TRUE,2,organic,0
325,TRUE,6,standard,1
325,TRUE,12,sustainable,1
325,TRUE,15,standard,0
325,TRUE,16,organic,0
325,TRUE,18,sustainable,0
325,TRUE,20,organic-sustainable,1
325,TRUE,27,organic,1
262,FALSE,6,standard,1
262,FALSE,8,organic,0
262,FALSE,10,standard,0
262,FALSE,12,sustainable,1
262,FALSE,13,organic-sustainable,0
262,FALSE,14,standard,1
262,FALSE,15,standard,1
262,FALSE,16,organic,0
262,FALSE,17,organic-sustainable,0
262,FALSE,18,sustainable,1
262,FALSE,20,organic-sustainable,0
262,FALSE,21,standard,1
262,FALSE,24,sustainable,0
189,FALSE,1,standard,0
189,FALSE,5,standard,0
189,FALSE,11,standard,0
189,FALSE,30,organic-sustainable,0
436,FALSE,12,sustainable,0
436,FALSE,13,organic-sustainable,0
436,FALSE,14,organic,0
436,FALSE,15,standard,0
436,FALSE,21,standard,0
436,FALSE,23,organic-sustainable,0
436,FALSE,25,standard,0
436,FALSE,26,standard,0
436,FALSE,29,standard,0
436,FALSE,30,organic-sustainable,1
326,FALSE,11,standard,0
326,FALSE,17,organic-sustainable,1
326,FALSE,26,standard,1
3,FALSE,5,standard,1
3,FALSE,7,organic-sustainable,1
3,FALSE,16,organic,0
3,FALSE,18,sustainable,0
3,FALSE,23,organic-sustainable,0
389,FALSE,4,sustainable,1
389,FALSE,8,organic,1
389,FALSE,9,sustainable,0
389,FALSE,10,standard,1
389,FALSE,14,standard,1
389,FALSE,17,organic-sustainable,1
389,FALSE,18,sustainable,1
389,FALSE,19,organic,1
389,FALSE,20,organic-sustainable,1
389,FALSE,21,standard,1
389,FALSE,23,organic-sustainable,1
389,FALSE,24,sustainable,1
389,FALSE,25,standard,1
389,FALSE,27,organic,0
389,FALSE,28,standard,1
389,FALSE,30,organic-sustainable,1
327,FALSE,1,standard,1
327,FALSE,6,standard,1
327,FALSE,10,standard,1
327,FALSE,11,standard,0
327,FALSE,15,standard,1
327,FALSE,18,sustainable,0
327,FALSE,26,standard,1
327,FALSE,28,standard,1
31,FALSE,12,sustainable,0
31,FALSE,20,organic-sustainable,1
31,FALSE,21,standard,1
437,TRUE,24,sustainable,1
410,TRUE,5,standard,1
410,TRUE,7,organic-sustainable,1
410,TRUE,8,organic,0
410,TRUE,9,sustainable,0
410,TRUE,10,standard,0
410,TRUE,12,sustainable,1
410,TRUE,13,organic-sustainable,0
410,TRUE,14,organic,1
410,TRUE,16,organic,0
410,TRUE,17,organic-sustainable,0
410,TRUE,18,sustainable,0
328,FALSE,1,standard,0
328,FALSE,2,organic,1
328,FALSE,26,standard,0
411,FALSE,4,organic-sustainable,1
411,FALSE,10,standard,1
411,FALSE,11,standard,1
411,FALSE,12,sustainable,1
411,FALSE,13,organic-sustainable,1
411,FALSE,16,organic,1
411,FALSE,22,standard,0
411,FALSE,27,organic,1
411,FALSE,30,organic-sustainable,0
438,FALSE,4,sustainable,1
438,FALSE,5,standard,1
438,FALSE,6,standard,1
438,FALSE,7,organic-sustainable,0
438,FALSE,8,organic,1
438,FALSE,9,sustainable,0
438,FALSE,10,standard,1
438,FALSE,12,sustainable,1
438,FALSE,13,organic-sustainable,0
438,FALSE,15,standard,1
438,FALSE,16,organic,0
438,FALSE,19,organic,0
438,FALSE,20,organic-sustainable,1
438,FALSE,21,standard,0
438,FALSE,23,organic-sustainable,1
438,FALSE,24,sustainable,0
438,FALSE,25,standard,0
438,FALSE,26,standard,0
438,FALSE,27,organic,1
438,FALSE,28,standard,0
438,FALSE,29,standard,1
438,FALSE,30,organic-sustainable,1
32,FALSE,1,standard,0
32,FALSE,2,organic,0
32,FALSE,3,sustainable,0
32,FALSE,4,sustainable,1
32,FALSE,8,organic,1
32,FALSE,10,standard,0
32,FALSE,12,sustainable,1
32,FALSE,14,standard,0
32,FALSE,15,standard,0
32,FALSE,16,organic,0
32,FALSE,17,organic-sustainable,0
32,FALSE,18,sustainable,1
32,FALSE,20,organic-sustainable,1
32,FALSE,21,standard,0
32,FALSE,22,standard,1
32,FALSE,24,sustainable,1
32,FALSE,25,standard,0
108,FALSE,1,standard,1
108,FALSE,2,organic,1
